Ticker,Name,Exchange
GAIN,Gladstone Investment Corp.,NASDAQ
GALT,Galectin Therapeutics Inc,NASDAQ
GAME,Shanda Games Limited,NASDAQ
GASS,Stealthgas,NASDAQ
GBCI,Glacier Bancorp,NASDAQ
GBDC,Golub Capital Bdc,NASDAQ
GBLI,Global Indemnity Plc,NASDAQ
GCBC,Greene County Bancorp,NASDAQ
GENC,Gencor Industries Inc.,NASDAQ
GENE,Genetic Technologies Ltd,NASDAQ
GEOS,Oyo Geospace Corp.,NASDAQ
GERN,Geron Corp.,NASDAQ
GEVO,Gevo,NASDAQ
GGAL,Grupo Financiero Galicia S.A.,NASDAQ
GIFI,Gulf Island Fabrication,NASDAQ
GIGA,Giga-Tronics Inc.,NASDAQ
GIGM,Gigamedia Limited,NASDAQ
GIII,G-III Apparel Group,NASDAQ
GILD,Gilead Sciences,NASDAQ
GILT,Gilat Satellite Networks Ltd,NASDAQ
GK,G&K Services,NASDAQ
GLAD,Gladstone Capital Corp.,NASDAQ
GLBS,Globus Maritime Limited,NASDAQ
GLBZ,Glen Burnie Bancorp,NASDAQ
GLDD,Great Lakes Dredge & Dock Corp.,NASDAQ
GLDI,Credit Suisse Ag,NASDAQ
GLNG,Golar Lng Limited,NASDAQ
GLRE,Greenlight Capital Re,NASDAQ
GNMA,GNMA Bond Ishares,NASDAQ
GNTX,Gentex Corp.,NASDAQ
GOGO,Gogo Inc.,NASDAQ
GOLD,Randgold Resources Limited,NASDAQ
GOOD,Gladstone Commercial Corp.,NASDAQ
GOODN,Gladstone Commercial Corporatio,NASDAQ
GOODO,Gladstone Commercial Corp.,NASDAQ
GOOG,Google Inc.,NASDAQ
GPOR,Gulfport Energy Corp.,NASDAQ
GPRC,Guanwei Recycling,NASDAQ
GPRE,Green Plains Renewable Energy,NASDAQ
GRFS,Grifols S.A.,NASDAQ
GRID,Nasdaq Clean Edge Smart Grid First Trust,NASDAQ
GRMN,Garmin Ltd,NASDAQ
GROW,U.S. Global Investors,NASDAQ
GRPN,Groupon Inc,NASDAQ
GRVY,Gravity Co.,NASDAQ
GSBC,Great Southern Bancorp,NASDAQ
GSIG,Gsi Group Inc,NASDAQ
GSIT,Gsi Technology,NASDAQ
GSM,Globe Specialty Metals Inc.,NASDAQ
GSOL,Global Sources Ltd,NASDAQ
GT,Goodyear Tire & Rubber Company,NASDAQ
GTIM,Good Times Restaurants Inc.,NASDAQ
GTLS,Chart Industries,NASDAQ
GURE,Gulf Resources,NASDAQ
GYRO,Gyrodyne Company Of America,NASDAQ
HA,Hawaiian Holdings,NASDAQ
HAFC,Hanmi Financial Corp.,NASDAQ
HAIN,The Hain Celestial Group,NASDAQ
HALL,Hallmark Financial Services,NASDAQ
HALO,Halozyme Therapeutics,NASDAQ
HAS,Hasbro,NASDAQ
HAUP,Hauppauge Digital,NASDAQ
HAWK,Blackhawk Network Holdings Inc,NASDAQ
HAYN,Haynes International,NASDAQ
HBAN,Huntington Bancshares Inc.,NASDAQ
HBANP,Huntington Bancshares Inc.,NASDAQ
HBCP,Home Bancorp,NASDAQ
HBIO,Harvard Bioscience,NASDAQ
HBNC,Horizon Bancorp [In],NASDAQ
HCCI,Heritage-Crystal Clean,NASDAQ
HCKT,The Hackett Group,NASDAQ
HCOM,Hawaiian Telcom Hold,NASDAQ
HCSG,Healthcare Services Group,NASDAQ
HDSN,Hudson Technologies,NASDAQ
HEES,H&E Equipment Services,NASDAQ
HELE,Helen Of Troy Limited,NASDAQ
HERO,Hercules Offshore,NASDAQ
HFBL,Home Federal Bancorp Inc. Of Louisiana,NASDAQ
HFWA,Heritage Financial Corp.,NASDAQ
HIBB,Hibbett Sports,NASDAQ
HIFS,Hingham Institution For Savings,NASDAQ
HIHO,Highway Holdings,NASDAQ
HIMX,Himax Technologies,NASDAQ
HLIT,Harmonic Inc.,NASDAQ
HMNF,Hmn Financial,NASDAQ
HMNY,Helios & Matheson North America Inc.,NASDAQ
HMST,Homestreet Inc.,NASDAQ
HNRG,Hallador Energy Company,NASDAQ
HOFT,Hooker Furniture Corp.,NASDAQ
HOLI,Hollysys Automation Technologies,NASDAQ
HOLX,Hologic,NASDAQ
HOMB,Home Bancshares,NASDAQ
HOVNP,Hovnanian Enterprises Inc,NASDAQ
HRZN,Horizon Technology Finance Corp.,NASDAQ
HSIC,Henry Schein,NASDAQ
HSII,Heidrick & Struggles International,NASDAQ
HSKA,Heska Corp.,NASDAQ
HSON,Hudson Global Inc,NASDAQ
HSTM,Healthstream,NASDAQ
HTBI,Hometrust Bancshares Inc.,NASDAQ
HTBK,Heritage Commerce Corp,NASDAQ
HTHT,China Lodging Group Limited,NASDAQ
HTLD,Heartland Express,NASDAQ
HTLF,Heartland Financial USA,NASDAQ
HUBG,Hub Group,NASDAQ
HURC,Hurco Companies,NASDAQ
HURN,Huron Consulting Group Inc.,NASDAQ
HWBK,Hawthorn Bancshares,NASDAQ
HWKN,Hawkins,NASDAQ
HYLS,First Trust High Yield Long/Sho,NASDAQ
HZNP,Horizon Pharma Inc.,NASDAQ
IART,Integra Lifesciences Holdings Corp.,NASDAQ
IBB,Nasdaq Biotechnology Ishares,NASDAQ
IBCP,Independent Bank Corp.,NASDAQ
IBKR,Interactive Brokers Group,NASDAQ
IBOC,International Bancshares Corp.,NASDAQ
IBTX,Independent Bank Group Inc,NASDAQ
ICAD,Icad Inc.,NASDAQ
ICCC,Immucell Corp.,NASDAQ
ICFI,Icf International,NASDAQ
ICLN,S&P Global Clean Energy Index Ishares,NASDAQ
ICLR,Icon Plc,NASDAQ
ICPT,Intercept Pharmaceuticals Inc.,NASDAQ
ICUI,Icu Medical,NASDAQ
IDCC,Interdigital,NASDAQ
IDXX,Idexx Laboratories,NASDAQ
IEP,Icahn Enterprises L.P.,NASDAQ
IESC,Integrated Electrical Services,NASDAQ
IFGL,FTSE Epra/Nareit Dev Re Ex-US Ishares,NASDAQ
IGLD,Internet Gold Golden Lines Ltd,NASDAQ
IGOV,S&P/Citi Intl Treasury Bond Ishares,NASDAQ
III,Information Services Group,NASDAQ
IIIN,Insteel Industries,NASDAQ
IIVI,Ii-Vi Inc.,NASDAQ
ILMN,Illumina,NASDAQ
IMCB,Intermountain Comm,NASDAQ
IMGN,Immunogen,NASDAQ
IMKTA,Ingles Markets Inc.,NASDAQ
IMMR,Immersion Corp.,NASDAQ
IMOS,Chipmos Technologies [Bermuda] Ltd,NASDAQ
INBK,First Internet Bancorp,NASDAQ
INCY,Incyte Corp.,NASDAQ
INDB,Independent Bank,NASDAQ
INDY,S&P India Nifty 50 Index Ishares,NASDAQ
INFA,Informatica Corp.,NASDAQ
INFI,Infinity Pharmaceuticals,NASDAQ
INFN,Infinera Corp.,NASDAQ
INOD,Innodata Isogen Inc,NASDAQ
INSM,Insmed,NASDAQ
INTC,Intel Corp.,NASDAQ
INTG,The Intergroup Corp.,NASDAQ
INTL,Intl Fcstone Inc,NASDAQ
INTT,Intest Corp.,NASDAQ
INTU,Intuit Inc.,NASDAQ
INVE,Identive Group,NASDAQ
IOSP,Innospec Inc.,NASDAQ
IPAR,Inter Parfums,NASDAQ
IPDN,Professional Diversity Network,NASDAQ
IPGP,Ipg Photonics Corp.,NASDAQ
IRBT,Irobot Corp.,NASDAQ
IRDM,Iridium Communications Inc,NASDAQ
IRIX,Iridex Corp.,NASDAQ
IROQ,If Bancorp Inc.,NASDAQ
IRWD,Ironwood Pharmaceuticals,NASDAQ
ISHG,S&P/Citi 1-3 Yr Intl Treasury Bd Ishares,NASDAQ
ISIG,Insignia Systems,NASDAQ
ISRG,Intuitive Surgical,NASDAQ
ISRL,Isramco,NASDAQ
ISSC,Innovative Solutions And Support,NASDAQ
ITIC,Investors Title Company,NASDAQ
ITRI,Itron,NASDAQ
ITRN,Ituran Location And Control Ltd,NASDAQ
IVAC,Intevac,NASDAQ
JACK,Jack In The Box Inc.,NASDAQ
JAKK,Jakks Pacific,NASDAQ
JAZZ,Jazz Pharmaceuticals,NASDAQ
JBHT,J.B. Hunt Transport Services,NASDAQ
JBLU,Jetblue Airways Corp.,NASDAQ
JBSS,John B. Sanfilippo & Son,NASDAQ
JCTCF,Jewett-Cameron Trading Company,NASDAQ
JJSF,J & J Snack Foods,NASDAQ
JKHY,Jack Henry & Associates,NASDAQ
JOUT,Johnson Outdoors Inc.,NASDAQ
JSM,Slm Corp.,NASDAQ
JVA,Coffee Holding Co.,NASDAQ
KALU,Kaiser Aluminum Corp.,NASDAQ
KCLI,Kansas City Life Insurance Company,NASDAQ
KELYA,Kelly Services,NASDAQ
KELYB,Kelly Services,NASDAQ
KEQU,Kewaunee Scientific Corp.,NASDAQ
KFFB,Kentucky First Federal Bancorp,NASDAQ
KFRC,Kforce,NASDAQ
KGJI,Kingold Jewelry Inc.,NASDAQ
KINS,Kingstone Companies Inc,NASDAQ
KIRK,Kirkland's,NASDAQ
KLAC,Kla-Tencor Corp.,NASDAQ
KLIC,Kulicke And Soffa Industries,NASDAQ
KMDA,Kamada Ltd.,NASDAQ
KNDI,Kandi Technolgies,NASDAQ
KONG,Kongzhong Corp.,NASDAQ
KOPN,Kopin Corp.,NASDAQ
KOSS,Koss Corp.,NASDAQ
KRNY,Kearny Financial,NASDAQ
KTCC,Key Tronic Corp.,NASDAQ
KTEC,Key Technology,NASDAQ
KTOS,Kratos Defense & Security Solutions,NASDAQ
KVHI,Kvh Industries,NASDAQ
KWEB,Kraneshares Csi China Internet,NASDAQ
LAKE,Lakeland Industries,NASDAQ
LAMR,Lamar Advertising Company,NASDAQ
LANC,Lancaster Colony Corp.,NASDAQ
LAND,Gladstone Land Corporation,NASDAQ
LARK,Landmark Bancorp Inc.,NASDAQ
LBAI,Lakeland Bancorp,NASDAQ
LBTYA,Liberty Global,NASDAQ
LBTYB,Liberty Global,NASDAQ
LBTYK,Liberty Global,NASDAQ
LCNB,Lcnb Corporation,NASDAQ
LCUT,Lifetime Brands,NASDAQ
LECO,Lincoln Electric Holdings,NASDAQ
LEDS,Semileds Corp.,NASDAQ
LFUS,Littelfuse,NASDAQ
LFVN,Lifevantage Corp,NASDAQ
LGND,Ligand Pharmaceuticals Inc.,NASDAQ
LIFE,Life Technologies Corp.,NASDAQ
LINC,Lincoln Educational Services Corp.,NASDAQ
LIVE,Livedeal,NASDAQ
LKFN,Lakeland Financial Corp.,NASDAQ
LKQ,Lkq Corp.,NASDAQ
LMAT,Lemaitre Vascular,NASDAQ
LMNR,Limoneira Co,NASDAQ
LOAN,Manhattan Bridge Capital Inc,NASDAQ
LOCM,Local Corporation,NASDAQ
LOGI,Logitech International S.A.,NASDAQ
LOPE,Grand Canyon Education,NASDAQ
LPLA,Lpl Investment Holdings Inc.,NASDAQ
LPSN,Liveperson,NASDAQ
LPTH,Lightpath Technologies,NASDAQ
LQDT,Liquidity Services,NASDAQ
LRCX,Lam Research Corp.,NASDAQ
LSBK,Lake Shore Bancorp,NASDAQ
LSCC,Lattice Semiconductor Corp.,NASDAQ
LSI,Lsi Logic Corp.,NASDAQ
LSTR,Landstar System,NASDAQ
LTBR,Lightbridge Corp.,NASDAQ
LTRE,Learning Tree International,NASDAQ
LTRX,Lantronix,NASDAQ
LULU,Lululemon Athletica Inc.,NASDAQ
LUNA,Luna Innovations Inc.,NASDAQ
LWAY,Lifeway Foods,NASDAQ
LXRX,Lexicon Pharmaceuticals,NASDAQ
LYTS,Lsi Industries Inc.,NASDAQ
MACK,Merrimack Pharmaceuticals Inc.,NASDAQ
MAG,Magnetek,NASDAQ
MANH,Manhattan Associates,NASDAQ
MARK,Remark Media Inc,NASDAQ
MARPS,Marine Petroleum Trust,NASDAQ
MASI,Masimo Corp.,NASDAQ
MAT,Mattel,NASDAQ
MATW,Matthews International Corp.,NASDAQ
MAYS,J. W. Mays,NASDAQ
MBND,Multiband Corp.,NASDAQ
MBWM,Mercantile Bank Corp.,NASDAQ
MCBC,Macatawa Bank Corp.,NASDAQ
MCBI,Metrocorp Bancshares,NASDAQ
MCBK,Madison County Financial Inc.,NASDAQ
MCHP,Microchip Technology Inc.,NASDAQ
MCHX,Marchex,NASDAQ
MCRI,Monarch Casino & Resort,NASDAQ
MDIV,First Trust Exchange-Traded Fun,NASDAQ
MDLZ,Mondelez International Inc. Cl A,NASDAQ
MDRX,Allscripts Healthcare Solutions,NASDAQ
MDXG,Mimedx Group Inc,NASDAQ
MEIL,Methes Energies International L,NASDAQ
MEIP,Mei Pharma Inc,NASDAQ
MELI,Mercadolibre,NASDAQ
MEOH,Methanex Corp.,NASDAQ
MERC,Mercer International Inc.,NASDAQ
MFLX,Multi-Fineline Electronix,NASDAQ
MGAM,Multimedia Games,NASDAQ
MGEE,Mge Energy Inc.,NASDAQ
MGI,Moneygram International,NASDAQ
MGIC,Magic Software Enterprises Ltd,NASDAQ
MGPI,Mgp Ingredients,NASDAQ
MGRC,Mcgrath Rentcorp,NASDAQ
MGYR,Magyar Bancorp,NASDAQ
MHLD,Maiden Hldgs Ltd,NASDAQ
MIDD,The Middleby Corp.,NASDAQ
MIND,Mitcham Industries,NASDAQ
MITK,Mitek Systems Inc,NASDAQ
MKSI,Mks Instruments,NASDAQ
MKTX,Marketaxess Holdings,NASDAQ
MLAB,Mesa Laboratories,NASDAQ
MLNK,Moduslink Global Solutions Inc,NASDAQ
MLVF,Malvern Federal Bancorp,NASDAQ
MMLP,Martin Midstream Partners L.P.,NASDAQ
MMSI,Merit Medical Systems,NASDAQ
MMYT,Makemytrip Limited,NASDAQ
MNDO,Mind C.T.I. Ltd,NASDAQ
MNKD,Mannkind Corp.,NASDAQ
MNOV,Medicinova,NASDAQ
MNRO,Monro Muffler Brake,NASDAQ
MNST,Monster Beverage Corp,NASDAQ
MNTX,Manitex International,NASDAQ
MOFG,Midwestone Financial Group,NASDAQ
MORN,Morningstar,NASDAQ
MOVE,Move Inc,NASDAQ
MPAA,Motorcar Parts Of America,NASDAQ
MPB,Mid Penn Bancorp,NASDAQ
MPWR,Monolithic Power Systems,NASDAQ
MRCC,Monroe Capital Corporation,NASDAQ
MRCY,Mercury Computer Systems,NASDAQ
MRGE,Merge Healthcare Incorporated.,NASDAQ
MRTN,Marten Transport,NASDAQ
MRTX,Mirati Therapeutics Inc.,NASDAQ
MRVL,Marvell Technology Group,NASDAQ
MSEX,Middlesex Water Company,NASDAQ
MSFT,Microsoft Corp.,NASDAQ
MSTR,Microstrategy Inc.,NASDAQ
MTEX,Mannatech Inc.,NASDAQ
MTRX,Matrix Service Company,NASDAQ
MTSI,M/A-Com Technology Solutions Ho,NASDAQ
MU,Micron Technology,NASDAQ
MVIS,Microvision,NASDAQ
MYGN,Myriad Genetics,NASDAQ
MYRG,Myr Group,NASDAQ
NAII,Natural Alternatives International,NASDAQ
NASB,Nasb Financial Inc.,NASDAQ
NATH,Nathan's Famous,NASDAQ
NATI,National Instruments Corp.,NASDAQ
NATR,Nature's Sunshine Products,NASDAQ
NAUH,National American University Holdings,NASDAQ
NBIX,Neurocrine Biosciences,NASDAQ
NBN,Northeast Bancorp,NASDAQ
NBTB,Nbt Bancorp Inc.,NASDAQ
NCLH,Norwegian Cruise Line Holdings,NASDAQ
NCMI,National Cinemedia,NASDAQ
NCTY,The9 Limited,NASDAQ
NDAQ,The Nasdaq Omx Group,NASDAQ
NDLS,Noodles & Company,NASDAQ
NDSN,Nordson Corp.,NASDAQ
NECB,Northeast Community Bancorp,NASDAQ
NEO,Neogenomics Inc,NASDAQ
NEOG,Neogen Corp.,NASDAQ
NEON,Neonode Inc.,NASDAQ
NEPT,Neptune Technologies & Bioresources Inc,NASDAQ
NETC,Net Servicos De Comunicacao S.A.,NASDAQ
NEWP,Newport Corp.,NASDAQ
NEWT,Newtek Business Services Inc.,NASDAQ
NFBK,Northfield Bancorp,NASDAQ
NFLX,Netflix,NASDAQ
NICE,Nice-Systems Limited,NASDAQ
NICK,Nicholas Financial,NASDAQ
NINE,Ninetowns Internet Technology Group,NASDAQ
NKSH,National Bankshares,NASDAQ
NKTR,Nektar Therapeutics,NASDAQ
NLST,Netlist,NASDAQ
NNBR,Nn Inc.,NASDAQ
NRIM,Northrim Bancorp Inc,NASDAQ
NSIT,Insight Enterprises,NASDAQ
NSSC,Napco Security Technologies,NASDAQ
NSTG,Nanostring Technologies Inc.,NASDAQ
NSYS,Nortech Systems Inc.,NASDAQ
NTAP,Netapp,NASDAQ
NTCT,Netscout Systems,NASDAQ
NTES,Netease Inc,NASDAQ
NTGR,Netgear,NASDAQ
NTIC,Northern Technologies International,NASDAQ
NTRS,Northern Trust Corp.,NASDAQ
NTWK,Netsol Technologies Inc.,NASDAQ
NURO,Neurometrix,NASDAQ
NUVA,Nuvasive,NASDAQ
NVAX,Novavax,NASDAQ
NVDA,Nvidia Corp.,NASDAQ
NVEC,Nve Corp.,NASDAQ
NVMI,Nova Measuring Instruments Ltd,NASDAQ
NWBI,Northwest Bancshares,NASDAQ
NWBO,Northwest Bioth New,NASDAQ
NWFL,Norwood Financial,NASDAQ
NWLI,National Western Life Insurance,NASDAQ
NWPX,Northwest Pipe Company,NASDAQ
NWS,News Corp Class B,NASDAQ
NWSA,News Corp Class A,NASDAQ
NXPI,Nxp Semiconductors N.V.,NASDAQ
NXST,Nexstar Broadcasting Group,NASDAQ
NYMT,New York Mortgage Trust,NASDAQ
NYMX,Nymox Pharmaceutical Corp.,NASDAQ
OCC,Optical Cable Corp.,NASDAQ
OCFC,Oceanfirst Financial,NASDAQ
ODFL,Old Dominion Freight Line,NASDAQ
OFED,Oconee Federal Financial,NASDAQ
OFIX,Orthofix International N.V.,NASDAQ
OFLX,Omega Flex,NASDAQ
OFS,Ofs Capital Corporation,NASDAQ
OLED,Universal Display Corp.,NASDAQ
OMAB,Grupo Aeroportuario Del Centro,NASDAQ
OMCL,Omnicell,NASDAQ
OMER,Omeros Corp.,NASDAQ
OMEX,Odyssey Marine Exploration,NASDAQ
ONB,Old National Bancorp Capital,NASDAQ
ONCY,Oncolytics Biotech,NASDAQ
ONEQ,Nasdaq Composite Tracking Fidelity,NASDAQ
ONTX,Onconova Therapeutics Inc.,NASDAQ
OPEN,Opentable,NASDAQ
OPHC,Optimumbank Holdings,NASDAQ
OPOF,Old Point Financial Corp.,NASDAQ
OPTT,Ocean Power Technologies,NASDAQ
ORBT,Orbit International Corp.,NASDAQ
ORLY,O'Reilly Automotive,NASDAQ
ORMP,Oramed Pharmaceuticl,NASDAQ
ORRF,Orrstown Financial Services Inc,NASDAQ
OSBC,Old Second Bancorp,NASDAQ
OSIS,Osi Systems,NASDAQ
OSTK,Overstock.Com,NASDAQ
OSUR,Orasure Technologies,NASDAQ
OTEX,Open Text Corp.,NASDAQ
OTTR,Otter Tail Corp.,NASDAQ
OVBC,Ohio Valley Banc,NASDAQ
OVLY,Oak Valley Bancorp [Ca],NASDAQ
OXLC,Oxford Lane Capital,NASDAQ
OXLCO,Oxford Lane Capital Corp.,NASDAQ
OXLCP,Oxford Lane Capital Corp.,NASDAQ
PAAS,Pan American Silver,NASDAQ
PACB,Pacific Biosciences Of California,NASDAQ
PACW,Pacwest Bancorp,NASDAQ
PATH,Nupathe Inc.,NASDAQ
PATK,Patrick Industries,NASDAQ
PAYX,Paychex,NASDAQ
PBHC,Pathfinder Bancorp,NASDAQ
PCAR,Paccar Inc.,NASDAQ
PCH,Potlatch Corp.,NASDAQ
PCRX,Pacira Pharmaceuticals,NASDAQ
PCTI,Pc-Tel,NASDAQ
PCYO,Pure Cycle Corp.,NASDAQ
PDCE,Pdc Energy Inc,NASDAQ
PDCO,Patterson Companies Inc.,NASDAQ
PDEX,Pro-Dex,NASDAQ
PDFS,Pdf Solutions,NASDAQ
PEBK,Peoples Bancorp Of North Carolina,NASDAQ
PEBO,Peoples Bancorp Inc.,NASDAQ
PEGA,Pegasystems Inc.,NASDAQ
PENN,Penn National Gaming,NASDAQ
PERF,Perfumania Holdings Inc,NASDAQ
PERI,Perion Network Ltd,NASDAQ
PESI,Perma-Fix Environmental Services,NASDAQ
PETS,Petmed Express,NASDAQ
PFBC,Preferred Bank,NASDAQ
PFBX,Peoples Financial Corp.,NASDAQ
PFIN,P & F Industries,NASDAQ
PFLT,Pennantpark Floating Rate Capit,NASDAQ
PFMT,Performant Financial Corp.,NASDAQ
PFSW,Pfsweb,NASDAQ
PGC,Peapack-Gladstone Financial Corp.,NASDAQ
PGTI,Pgt,NASDAQ
PKBK,Parke Bancorp,NASDAQ
PKOH,Park-Ohio Holdings,NASDAQ
PLAB,Photronics,NASDAQ
PLBC,Plumas Bancorp,NASDAQ
PLCE,The Children's Place Retail Stores,NASDAQ
PLPC,Preformed Line Products Company,NASDAQ
PLTM,ISE Global Platinum Index First Trust,NASDAQ
PLUG,Plug Power,NASDAQ
PLUS,Eplus Inc.,NASDAQ
PLXS,Plexus,NASDAQ
PMD,Psychemedics Corp.,NASDAQ
PNBK,Patriot National Bancorp Inc.,NASDAQ
PNFP,Pinnacle Financial Partners,NASDAQ
PNNT,Pennantpark Investment Corp.,NASDAQ
PNQI,Nasdaq Internet Powershares,NASDAQ
PNRG,Primeenergy Corp.,NASDAQ
PODD,Insulet Corp.,NASDAQ
POOL,Pool Corp.,NASDAQ
POWI,Power Integrations,NASDAQ
POWL,Powell Industries,NASDAQ
PPBI,Pacific Premier Bancorp Inc,NASDAQ
PPC,Pilgrim's Pride Corp.,NASDAQ
PRAA,Portfolio Recovery Associates,NASDAQ
PRFT,Perficient,NASDAQ
PRFZ,FTSE Rafi US 1500 Small-Mid Powershares,NASDAQ
PRGS,Progress Software Corp.,NASDAQ
PRIM,Primoris Services Corp.,NASDAQ
PRKR,Parkervision,NASDAQ
PRMW,Primo Water Corp.,NASDAQ
PROV,Provident Financial Holdings,NASDAQ
PRPH,Prophase Labs,NASDAQ
PRTA,Prothena Corporation Plc,NASDAQ
PRTS,U.S. Auto Parts Network,NASDAQ
PSCC,S&P Smallcap Cnsmr Staples Powershares,NASDAQ
PSCD,S&P Smallcap Cnsmr Discret Powershares,NASDAQ
PSCE,S&P Smallcap Energy Powershares,NASDAQ
PSCF,S&P Smallcap Financials Powershares,NASDAQ
PSCH,S&P Smallcap Health Care Powershares,NASDAQ
PSCI,S&P Smallcap Industrials Powershares,NASDAQ
PSCM,S&P Smallcap Materials Powershares,NASDAQ
PSCT,S&P Smallcap Info Tech Powershares,NASDAQ
PSCU,S&P Smallcap Utilities Powershares,NASDAQ
PSEC,Prospect Capital Corp.,NASDAQ
PSIX,Power Solutions Inte,NASDAQ
PSMT,Pricesmart,NASDAQ
PTCT,Ptc Therapeutics Inc.,NASDAQ
PTEN,Patterson-Uti Energy,NASDAQ
PTIX,Performance Technologies Inc.,NASDAQ
PTSI,P.A.M. Transportation Services,NASDAQ
PWOD,Penns Woods Bancorp,NASDAQ
PXLW,Pixelworks,NASDAQ
PZZA,Papa John's International,NASDAQ
QABA,Nasdaq Aba Community Bank First Trust,NASDAQ
QBAK,Qualstar Corp.,NASDAQ
QCCO,Qc Holdings,NASDAQ
QCLN,Nasdaq Clean Edge Green First Trust,NASDAQ
QCOM,Qualcomm Inc.,NASDAQ
QCRH,Qcr Holdings,NASDAQ
QDEL,Quidel Corp.,NASDAQ
QGEN,Qiagen N.V.,NASDAQ
QIWI,Qiwi Plc,NASDAQ
QKLS,Qkl Stores,NASDAQ
QLYS,Qualys Inc.,NASDAQ
QNST,Quinstreet,NASDAQ
QQEW,Nasdaq-100 Equal Weight First Trust,NASDAQ
QQQ,Powershares QQQ,NASDAQ
QQQX,Nasdaq Premium Income And Growth,NASDAQ
QQXT,Nasdaq-100 Ex-Tech Sec First Trust,NASDAQ
QTEC,Nasdaq-100 Tech Index First Trust,NASDAQ
QUIK,Quicklogic Corp.,NASDAQ
RAIL,Freightcar America,NASDAQ
RAND,Rand Capital Corp.,NASDAQ
RBCAA,Republic Bancorp,NASDAQ
RBCN,Rubicon Technology,NASDAQ
RCKY,Rocky Brands,NASDAQ
RCMT,Rcm Technologies,NASDAQ
RCON,Recon Technology,NASDAQ
RDCM,Radcom Ltd,NASDAQ
RDHL,Redhill Biopharma Ltd.,NASDAQ
RDI,Reading International Inc,NASDAQ
RDIB,Reading International Inc,NASDAQ
RDNT,Radnet,NASDAQ
RDWR,Radware Ltd,NASDAQ
REFR,Research Frontiers Inc.,NASDAQ
REGN,Regeneron Pharmaceuticals,NASDAQ
RELL,Richardson Electronics,NASDAQ
RELV,Reliv International Inc,NASDAQ
RENT,Rentrak Corp.,NASDAQ
RFIL,Rf Industries,NASDAQ
RGCO,Rgc Resources Inc.,NASDAQ
RGEN,Repligen Corp.,NASDAQ
RGLD,Royal Gold,NASDAQ
RGLS,Regulus Therapeutics Inc.,NASDAQ
RICK,Rick's Cabaret International,NASDAQ
RIGL,Rigel Pharmaceuticals,NASDAQ
RITT,Rit Technologies Ltd,NASDAQ
RMBS,Rambus,NASDAQ
RMCF,Rocky Mountain Chocolate Factory,NASDAQ
RMTI,Rockwell Medical Technologies,NASDAQ
RNA,Prosensa Holding B.V.,NASDAQ
RNST,Renasant Corp.,NASDAQ
ROCK,Gibraltar Industries,NASDAQ
ROIC,Retail Opportunity Investments,NASDAQ
ROSE,Rosetta Resources Inc.,NASDAQ
ROST,Ross Stores,NASDAQ
ROYL,Royale Energy,NASDAQ
RPRX,Repros Therapeutics Inc.,NASDAQ
RRGB,Red Robin Gourmet Burgers,NASDAQ
RUSHA,Rush Enterprises,NASDAQ
RUSHB,Rush Enterprises,NASDAQ
RUTH,Ruth's Hospitality Group,NASDAQ
RVSB,Riverview Bancorp Inc,NASDAQ
RYAAY,Ryanair Holdings Plc,NASDAQ
SAFT,Safety Insurance Group,NASDAQ
SAIA,Saia,NASDAQ
SAL,Salisbury Bancorp,NASDAQ
SALM,Salem Communications Corp.,NASDAQ
SAMG,Silvercrest Asset Management Gr,NASDAQ
SANM,Sanmina-Sci Corp.,NASDAQ
SANW,S&W Seed Company,NASDAQ
SASR,Sandy Spring Bancorp,NASDAQ
SATS,Echostar Corp.,NASDAQ
SAVE,Spirit Airlines Inc.,NASDAQ
SBAC,SBA Communications Corp.,NASDAQ
SBCF,Seacoast Banking Corporation Of Florida,NASDAQ
SBFG,Sb Financial Group Inc.,NASDAQ
SBGI,Sinclair Broadcast Group,NASDAQ
SBLK,Star Bulk Carriers,NASDAQ
SBNY,Signature Bank,NASDAQ
SBRA,Sabra Healthcare REIT,NASDAQ
SBSI,Southside Bancshares,NASDAQ
SBUX,Starbucks Corp.,NASDAQ
SCHL,Scholastic Corp.,NASDAQ
SCHN,Schnitzer Steel Industries,NASDAQ
SCOR,Comscore,NASDAQ
SCSC,Scansource,NASDAQ
SCTY,Solarcity Corporation,NASDAQ
SCVL,Shoe Carnival,NASDAQ
SEAC,Seachange International,NASDAQ
SEED,Origin Agritech Limited,NASDAQ
SEIC,Sei Investments Company,NASDAQ
SENEA,Seneca Foods,NASDAQ
SENEB,Seneca Foods,NASDAQ
SEV,Sevcon Inc,NASDAQ
SFBC,Sound Financial Inc,NASDAQ
SFM,Sprouts Farmers Market Inc.,NASDAQ
SFNC,Simmons First National Corp.,NASDAQ
SFST,Southern First Bancshares,NASDAQ
SGC,Superior Uniform Group,NASDAQ
SGEN,Seattle Genetics,NASDAQ
SGMA,Sigmatron International,NASDAQ
SGMO,Sangamo Biosciences,NASDAQ
SGRP,Spar Group,NASDAQ
SHBI,Shore Bancshares Inc,NASDAQ
SHEN,Shenandoah Telecommunications Co,NASDAQ
SHIP,Seanergy Maritime Holdings Corp,NASDAQ
SHOO,Steven Madden,NASDAQ
SIEB,Siebert Financial,NASDAQ
SIFI,Si Financial Group,NASDAQ
SIFY,Sify Technologies Limited,NASDAQ
SIGA,Siga Technologies Inc.,NASDAQ
SIGI,Selective Insurance Group,NASDAQ
